annotation_id,conversation_id,customer_id,turn_count,D1_context_specificity,D2_action_specificity,D3_dm_redirect,D4_observable_outcome,customer_messages,agent_messages,evidence_complete,action_observed,customer_reaction_observed,dm_redirect,notes,suggested_evidence_complete,suggested_action_observed,suggested_customer_reaction_observed,suggested_dm_redirect
38,2959926,816926,4,1.0,1.0,0,negative_reaction,"PSA: don't waste your money on @116090 Prime as the 2 day free shipping is a joke. It has been 4 days since placing the order and guaranteed delivery date was Mon Nov 27. Still no package and last delivery update was Mon Nov 27 at 1:23pm saying the item is ""out for delivery"" || @AmazonHelp Intelcom. I never heard of them before and read bad reviews on them that are coming true in my situation. When I ordered before, I never had this issue with UPS or Canada Post.","@816926 Oh no! I'm sorry about the delay of your package. We'd like to assist you with this. Who was the carrier for this package? ^GP || @816926 I know how frustrating this can be. Have you had a chance to reach out to the carrier? If not, you can find their contact info here: https://t.co/Z9jhrOnGOs  Please keep us updated on the status of your package. ^BA",YES,YES,YES,NO,,YES,YES,YES,NO
159,279987,182733,2,0.15,0.0,0,no_action_observed,ミニスーファミ返送中って…Amazon_(:3 」∠)_,"@182733 このたびは、ご迷惑をおかけし申し訳ございません。
本件についてご注文いただいたお客様に後日https://t.co/st4oU5QbhPよりご連絡を行わせていただきますため、そのご連絡をお待ちいただきますようお願いいたします。ET",YES,YES,NO,NO,,NO,NO,NO,NO
70,2429494,217031,3,1.0,0.0,0,positive_reaction,"@119625 When will season 5 of Wentworth be on Prime or video? I see the DVD is available but haven’t got a player anymore! 👍 || @AmazonHelp Thanks, I’m in UK","@217031 I get your concern, As the content is geo-specific, could you please let us know from where you're trying to access content? We'll assist. ^BA",YES,YES,YES,NO,,NO,NO,YES,NO
90,2789030,275648,4,0.6,0.0,0,neutral_reaction,@116875 podrían ayudarme a desbloquear mi cuenta xfavor? no me manda ningun correo con instrucciones para desbloquearla || @AmazonHelp si ya y no tengo nada,"@275648 Hola, Verónica. Lamento los inconvenientes. ¿Ya verificaste en la carpeta de correo no deseado? ^CR || @275648 En este caso por favor entra en contacto con nuestro Departamento de Cuentas por el siguiente enlace: https://t.co/YCklWfNgzz    ^JJ",YES,YES,YES,NO,,NO,NO,YES,NO
3,907089,335385,2,0.25,0.0,1,no_action_observed,@AmazonHelp hello I dm’d need immediate help,@335385 I've replied to your DM. ^MB,NO,NO,NO,YES,,NO,NO,NO,YES
20,1445421,455412,2,1.0,0.0,0,no_action_observed,@115821 shocking when it comes to deliveries. “Attempted delivery” been sitting here all day no one has attempted anything. Shocking,"@455412 Oh no, I'm sorry, Josh! Please contact us via phone/chat here: https://t.co/JzP7hlA23B so we may look into this with you. ^KL",YES,YES,NO,NO,,NO,NO,NO,NO
68,897610,333167,2,0.25,0.0,1,no_action_observed,@AmazonHelp please check your DMs. Thank you.,@333167 Thanks for the info. We've responded to your DM. ^GG,NO,NO,NO,YES,,NO,NO,NO,YES
176,2926326,809666,5,0.7,0.0,0,negative_reaction,"@AmazonHelp, it says my package was delivered on Saturday but I never got it. Thanks. || @AmazonHelp UPS Tracking ID 1Z9Y97E34407652144 || @AmazonHelp This issue is resolved.  Thanks. It also helped me decide to renew my Prime membership based on the customer service.","@809666 Oh no! Can you please clarify who the carrier was? We want to help! ^BA || @809666 I'm so sorry you have yet to receive your order, Alyssa. Please reach out to us via phone or chat for available options: https://t.co/hApLpMlfHN ^JP",YES,YES,YES,NO,,NO,NO,YES,NO
52,1430379,452179,3,0.6,0.0,0,positive_reaction,amazon where are my cookies you said they would be here wednesday but now it is thursday and i am cookieless || @AmazonHelp i found them thank u,@452179 Hi. My apologies for this. Is there any tracking info being displayed for them? ^DC,YES,NO,YES,NO,,NO,NO,YES,NO
79,1043150,366681,7,0.45,0.0,1,negative_reaction,@AmazonHelp Still waiting to hear back from you on this || @AmazonHelp @115830 Did you get my DM? || @AmazonHelp Please see the attached screenshot https://t.co/zt875tFbVa || @115830 Awful customer service experience. Couldnt even sort out my simple issue. Call centre staff hardly speak English. Very #frustrated,"@366681 Sorry to hear that. We'll be happy to look into that for you. Please reach out to us here: https://t.co/JzP7hlA23B ^RS || @366681 Sorry, I cannot see a DM from your account. ^JJ || @366681 I am so sorry about that, Mitesh! Without giving account information, can you tell us more about what's going on? ^BE",NO,YES,YES,YES,,NO,NO,YES,YES
44,727818,294362,4,1.0,1.0,0,silence_after_action,@10827 @AmazonHelp @115821 yesterday placed order against prime but delivery boys update wrong status on the web od#404-3458920-7446761,"@294362 we'll have this checked for you. (2/2) ^KA || @294362 Sorry to know about the delivery issue. Please report the issue to our support team here: https://t.co/00q4Sqj9zL and (1/2)^KA || @294362 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^KA",YES,YES,NO,NO,,YES,YES,NO,NO
65,493271,232601,8,1.0,1.0,0,neutral_reaction,"@115850 @AmazonHelp I hv ordered pen with blue ink (description also says that), but getting black ink inspire of e-mail and phone requests &amp; three times replacement/new order. This just shows your team seriousness towards customer requests. Sad to see your standards dropping. || @AmazonHelp Have done that. But what’s the point, have raised it before but no one does anything??? || @AmazonHelp I told you I have done that. Hope it’s clear || @AmazonHelp Done once again.","@232601 I understand the product didn't meet your expectations. Kindly share your details here: https://t.co/GIJyeYqKE0 and we'll assist you accordingly. ^GD || @232601 Kindly share your details via the above link. We'll check this for you. ^SG || @232601 We cross-checked with our resources, but couldn't find your details. Please refill the form and ensure that same is submitted. Once done, we'll be able to pull up your account to investigate. ^CB || @232601 Thank you for sharing the details. We'll look into it and reach out to you with further assistance. ^MO",YES,YES,YES,NO,,YES,YES,YES,NO
67,1264452,416101,6,1.0,1.0,0,negative_reaction,"@115830 bought an item and tracking shows it as delivered, except it wasn’t. How can I get a refund? || @AmazonHelp It was a third party seller || @AmazonHelp Not yet, the problem is tracking shows as delivered, but it wasn’t. Should I contact the seller or courrier?","@416101 Hi, I do apologize for the trouble. Was the order sold directly by us or it was from a third party seller ? ^MB || @416101 Have you contacted the seller?  ^VL || @416101 Yes, contacting the seller would be the first step. You can find out more info on how to here: https://t.co/RMrvEiqfaB ^CM",YES,YES,YES,NO,,YES,YES,YES,NO
144,1701059,515796,6,1.0,1.0,0,positive_reaction,"@AmazonHelp 3rd order in 2 weeks that didn't meet the ""guaranteed"" prime delivery date. Why bother making promises you don't keep? || @AmazonHelp No, it's a trend with Amazon not meeting its guaranteed shipping promises. AMZN doesn't turn over merch to delivery company in time. || @AmazonHelp I.e. Heater that was supposed to be delivered today, not given to UPS until this morning. || @AmazonHelp The standard copy/paste answer, sorry, but sometimes shipping isn't updated, give it a few days &amp; then contact us again if the package doesn't show up blah blah blah.  However, I did contact AMZN again &amp; now am returning it for being late, so it's resolved. Thank you though.",@515796 I'm sorry! Is this a trend with a certain carrier? Please check under tracking: https://t.co/Y5jpI9gRhE ^WT || @515796 What info/options have been provided when you've contacted in about this issue? ^AR,YES,NO,YES,NO,,YES,YES,YES,NO
62,830139,317671,5,0.75,0.0,1,neutral_reaction,@115821 @115823 @36561  I recharge my Idea mobile through amazon pay for talk time but I received data balance when friend don't use || @115821 @115823 @36561 Friend don't use amazon pay it's not responsible payment option,@317671 We've responded to your query via DM. Kindly check. ^PS || @317671 I'm sorry to hear that you're upset due to an issue with pay balance. Could you let us know if 1/2^AP || @317671 you've reported the issue to our support team as requested? 2/2^AP,NO,NO,YES,YES,,NO,NO,YES,YES
21,379772,206096,4,1.0,1.0,0,neutral_reaction,@115850 I had ordered a Moto G5 plus and made a payment but it got cancelled without specifying any reason. Look into this asap. || @AmazonHelp The reason is not valid because at the time of ordering there were no terms as such.,"@206096 Canceled orders are followed by an email with the reason. Kindly check your registered email address for the same. ^SA || @206096 I'm sorry you feel this way, I'll be sure to forward this as a feedback internally. ^AG",YES,YES,YES,NO,,YES,YES,YES,NO
145,915403,337355,10,0.85,1.0,1,positive_reaction,"Is it actually possible to contact someone at @115830 to follow up a botched order? #amazon #online #CustomerService || @AmazonHelp Hi
Incomplete order. 1 item instead of 3. Someone from Amazon help has now contacted me. Thank you 😊 || @AmazonHelp Thanks. Much appreciated 👍 || @AmazonHelp The person dealing with this is from https://t.co/3afNyodImy is this correct? || @AmazonHelp Yes I have. I'm now contacting my bank to cancel my card.","@337355 Hi Neil. Without giving account or personal details, can you explain what's wrong? ^RL || @337355 Hi, thanks for the update! We're pleased to hear this is now being taken care of for you. ^TS || @337355 Enjoy the weekend! ^BM || @337355 Hi, that's not an Amazon handle. We don't ask for any personal info via Tweet/DM. Have you been contacted by this handle? ^TS || @337355 Hi Neil, you may wish to reset your password also: https://t.co/iJjtP9M7Ci The handle has now been reported. ^TS",YES,YES,YES,NO,,NO,YES,YES,YES
155,2332742,675203,10,0.75,0.0,0,negative_reaction,@115850  @AmazonHelp y u r not providing the exchange facility to one among the smart cities of India n city of destiny VISAKHAPATNAM - AP || @AmazonHelp Hope it makes a positive impact and made this facility available Asap || @AmazonHelp It may b dynamic but still it's an competitive era and a huge competitor to u like @118702 is providing it easily den y can't u? || @AmazonHelp That too @115821 is a globalised one compared to flipkart so wat makes u to still reply reasons about buy back dealers and their acceptances || @AmazonHelp Thank you and have a nice day,"@675203 Due to certain carrier restrictions, the exchange offer is available in only select pin codes. I'll be sure to 1/2 ^AP || @675203 forward your feedback to our concerned team internally. 2/2 ^AP || @675203 Certainly hope so. Exchange Offers are dependent on our buyback partners and hence is dynamic according to the pincodes. ^AB || @675203 As mentioned, we'll be sure to forward the feedback to the concerned team and work on it. ^AP || @675203 You're welcome, Rajasekhar. Have a nice day. ^KA",YES,YES,YES,NO,,NO,NO,YES,NO
184,2964021,340688,5,0.85,0.0,0,neutral_reaction,"@115821 You Suck!!!!Been waiting 2 weeks for an item and now it's not available??
#BitOffMoreThanUCanChew  
Company || @AmazonHelp Forget It. I'm Done With Amazon. || @AmazonHelp I got a refund, I wanted what I bought on your site, long ago","@340688 I'm sorry for the frustration with your order! Have you had a chance to reach out to us via phone or chat? We want to make sure you get your package!  ^AR || @340688 I understand the frustration, Sherry! We want to make sure you receive what you've paid for though! I hope you give us an opportunity to help out and make this right! Let us know! ^FR",YES,YES,YES,NO,,NO,NO,YES,NO
15,1699752,515460,2,1.0,0.0,0,no_action_observed,@AmazonHelp Prime Photos is stuck at 100 and does not want to back up items any more. https://t.co/X4T2fKf4Uz,@515460 Please give us a call here: https://t.co/hApLpMlfHN so we can look into this and see what's going on! ^TR,YES,YES,NO,NO,,NO,NO,NO,NO
141,2827333,787523,2,1.0,0.0,1,no_action_observed,"@119356 
Haven't got any follow up or cashback even though ample of reminders to Amazon Customer Service.
Order # 402-3583162-6473110
Order # 402-8532082-6637114
@AmazonHelp
@18220
@116327
#falseadvertising","@787523 We're following up on your concern via DM. Please refer. Also, please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^VN",NO,NO,NO,YES,,NO,NO,NO,YES
140,1483559,464514,10,0.45,1.0,1,neutral_reaction,"@AmazonHelp Hi, team, tried the same but still now no response. || @AmazonHelp team sent the details through DM || @115850 There was a 10% cashback on amazon pay, still to receive the same on my ORDER # 404-4401178-3280313 || @AmazonHelp there is no option for cashback only tracking, return, seller and delivery feedback","@464514 Sorry for the trouble, Debabatra. After logging in to your account through the link provided earlier, under 1/2 ^KA || @464514 Tell us more about your issue, select 'More order issues' &gt; choose from chat/phone/email options and we'll be glad to assist.2/2^KA || @464514 We've responded to your query via DM, request you to check the same. ^SH || @464514 Let us check this out for you. Please reach us via https://t.co/r8OjOjMdND and we'll look into this. (1/2) ^VM || @464514 Please don’t provide your order details, we consider them as personal information. Our Twitter page is visible to public. (2/2) ^VM || @464514 You can select any alternate option and connect to our support team. We'll take it from  there &amp; assist you further. ^EM",YES,YES,YES,YES,,NO,YES,YES,YES
76,1616321,297095,5,1.0,0.0,0,negative_reaction,"@115851 Your goal for 2018 should be fix your major shipping issues. We pay Prime so @115821 can take 2 wks for something to be... || @115851 @115821 ...shipped from your warehouse. 2 day shipping means nothing when it takes TWO WEEKS 2 even be shipped FROM UR WAREHOUSE || @AmazonHelp  Ive already spoken to customer service hence my frustration.It’s happened before where if it hasnt shipped by now,it never will || @AmazonHelp ...name?” “By the way, what’s your address.”","@297095 Hi, sorry to hear that, some orders may take longer to dispatch, has the delivery date stated in the order confirmation email passed? ^JJ",NO,NO,YES,NO,,NO,NO,YES,NO
80,1034668,336034,7,1.0,0.0,1,neutral_reaction,@115850 @AmazonHelp My order Still Not Dispatched yet! I have ordered on 19-10-2017. Kindly look into this! Can you please deliver it fast? || @AmazonHelp 26-10-2017 || @AmazonHelp Kindly check DM,@336034 Could you let us know the estimated delivery date for the order? 2/2 ^AP || @336034 I understand your concern for the order. We dispatch and deliver the orders as per the provided estimates. 1/2 ^AP || @336034 We've responded to your query via DM. Kindly check. ^PS || @336034 We've responded to you via DM. Kindly refer. ^EM,NO,NO,NO,YES,,NO,NO,YES,YES
